,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
248,t2,t2_F_MN_SAUCE_block0_sauce_57_2_L2_large-v3.txt,57_2,L2,nonword,At the tayground I like to go down the candle.,"At the tei ground, I like to go down the candle.","At the take-around, I like to go down the candle.",At the tail ground I like to go down the candle.,"At the tail ground, I like to go down the candle.","At the take round, I like to go down the candle."
249,t2,t2_F_MN_SAUCE_block0_sauce_45_3_L1_large-v3.txt,45_3,L1,nonword,I wear bunglasses to shade my fire.,I wear thong glasses to shade my fire.,I wear bon glasses to shade my fire.,I wear Spong glasses to shade my fire.,I wear spawn glasses to shade my fire.,I wear spong glasses to shade my fire.
250,t2,t2_F_MN_SAUCE_block0_sauce_19_2_L2_large-v3.txt,19_2,L2,nonword,The bing lived in a large tv.,The bean lived in a large tepee.,The beam lift in a large TV.,The bill lived in a large TV.,The bin will lift in a large TV.,The Bill lived in a large TV.
251,t2,t2_F_MN_SAUCE_block0_sauce_54_1_L1_large-v3.txt,54_1,L1,low prob,In the bathtub there is a floating little wheel.,"In the bathtub, there is a floating little view.",In the bathtub there is a floating little view.,In the bathtub there is a floating little view.,"In the bathtub, there is a floating little view.",In the bathtub there is a floating little view.
252,t2,t2_F_MN_SAUCE_block0_sauce_31_2_L2_large-v3.txt,31_2,L2,high prob,The pilot flew the airplane.,"The Playa of Flute, The Airplane.",The flyer flew to the airplane.,"The Ply of Flute, The Airplane.",The ply of food to airplane.,The fly of the flute to earplay.
253,t2,t2_F_MN_SAUCE_block0_sauce_32_1_L1_large-v3.txt,32_1,L1,high prob,On her finger she wore a ring.,"On her finger, she wore a ring.",On her finger she wore a ring.,On her finger she wore a ring.,"On her finger, she wore a ring.","On her finger, she wore a ring."
254,t2,t2_F_MN_SAUCE_block0_sauce_23_3_L1_large-v3.txt,23_3,L1,low prob,When daddy cooks he adds pepper and duck.,"When daddy cooks, he adds pepper and duck.","When Daddy cooks, he adds pepper and duck.","When daddy cooks, he adds pepper and duck.","When daddy cooks, he adds pepper and duck.","When Daddy cooks, he adds pepper and dog."
255,t2,t2_F_MN_SAUCE_block0_sauce_9_3_L2_large-v3.txt,9_3,L2,low prob,I put shampoo in my pig.,I put shampoo in my pig.,I push shampoo in my pack.,I put shampoo in my pig.,I put shampoo in my bag.,I push and pull in my peg.
256,t2,t2_F_MN_SAUCE_block0_sauce_46_2_L1_large-v3.txt,46_2,L1,low prob,"At Valentine's day, we drew lots of pants.","At Valentine's Day, we drew lots of pens.",At Valentine's Day we drew lots of pens.,"At Valentine's Day, we drew lots of pens.","At Valentine's Day, we drew lots of pens.","At Valentine's Day, we drew lots of pens."
257,t2,t2_F_MN_SAUCE_block0_sauce_54_3_L2_large-v3.txt,54_3,L2,high prob,In the bathtub there is a floating little rubber ducky.,"In the bathtub, there's a floating little rubber ducky.",In the bath tub there's a floating little rubber docky.,In the bathtub there is a floating little rubber ducky.,"In the bath tub, there's a floating little rubber doggie.",In the baths up there is a floating little rubber dockie.
258,t2,t2_F_MN_SAUCE_block0_sauce_45_1_L2_large-v3.txt,45_1,L2,high prob,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.,I wear sunglasses to shade my eyes.
259,t2,t2_M_MN_SAUCE_block4_sauce_94_1_L1_large-v3.txt,94_1,L1,nonword,At the oo I fed the black and white-striped pool.,At the woo I felt the black-white dry pool.,"At a woo, I've fed the black wise dry pool.","At the woo, I fed the black-white stripe pool.","At a woo, I fed the black-wise dry pool.","Add a woo, I've fat the black wise, dry pool."
260,t2,t2_F_MN_SAUCE_block0_sauce_73_3_R4P2_large-v3.txt,73_3,R4P2,nonword,Use the resote to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the results to change the channels on the castle.
261,t2,t2_M_MN_SAUCE_block4_sauce_85_3_L1_large-v3.txt,85_3,L1,high prob,I like to play fetch with my dog.,I like to play fetch with my dog.,I like to play fetch with my dog.,I like to play Thatch with my dog.,I like to play fetch with my dog.,I like to play Fatch with my dog.
262,t2,t2_M_MN_SAUCE_block4_sauce_97_2_L2_large-v3.txt,97_2,L2,nonword,"On Sistmas, mommy left cookies for eyes.","On six months, mommy left cookies for ice.",On this mass mommy left cookies for eyes.,"On 6th month, mommy left cookies for us.",And this was my meal left cookies for ice.,And this must mommy left cookies for eyes.
263,t2,t2_F_MN_SAUCE_block0_sauce_17_1_L2_large-v3.txt,17_1,L2,nonword,"It was fot outside, so we jumped into the guitar.",It was fog outside so we jumped into the gatehouse.,It was fought outside so we jumped into the guitar.,It was fought outside so we jumped into the gate tower.,it was fought outside so we jumped into the guitar.,It was fought outside so we jumped into the gate tower.
264,t2,t2_F_MN_SAUCE_block0_sauce_48_3_L2_large-v3.txt,48_3,L2,high prob,We moved our furniture on the back of a truck.,We moved our furniture on the back of the truck.,We moved our furniture on the back of the truck.,We moved our furniture on the back of the truck.,We removed our furniture on the back of the truck.,We moved our furniture on the back of the trunk.
265,t2,t2_F_MN_SAUCE_block0_sauce_14_2_L1_large-v3.txt,14_2,L1,high prob,"To play tug of war, we pulled on the rope.","To play Targa 4, we put on the robe.",To play Targa 4 we put on the robe.,To play Targa 4 we put on the robe.,To play target 4 we put on the rope.,To play Targolf War we put on the robe.
266,t2,t2_F_MN_SAUCE_block0_sauce_59_1_L2_large-v3.txt,59_1,L2,high prob,At the playground the girl went on the swings.,At the playground the girl went on the swings.,Add the playground the girl went on the swings.,At the playground the girl went on the swings.,Add the playground grove on the swings.,Add the playground to grow wind on the swings.
267,t2,t2_M_MN_SAUCE_block4_sauce_88_1_L1_large-v3.txt,88_1,L1,high prob,Daddy's shirt was missing a button.,Daddy's shirt was missing a button.,That is shared with missing a button.,Daddy's shirt was missing a button.,That is shared with missing a button.,That is shared with Missing a button.
268,t2,t2_M_MN_SAUCE_block4_sauce_99_3_L1_large-v3.txt,99_3,L1,low prob,"To cross the river, we walked on a banana.","To cross the river, we walk on a banana.",to cross the river we walk on a banana.,To cross the river we walk on a banana.,To cross the river we walk on a banana.,To cross the river we walk on a banana.
269,t2,t2_F_MN_SAUCE_block0_sauce_60_1_L1_large-v3.txt,60_1,L1,low prob,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.,The bank is where he keeps the spider.
270,t2,t2_F_MN_SAUCE_block0_sauce_7_2_L1_large-v3.txt,7_2,L1,nonword,My veacher showed us fossils of an extinct crown.,My feature showed us fossils of an extinct crown.,My feature showed us fossils of an extinct crown.,My witcher showed us fossils of an extinct crown.,My vitre shows us fossils of an extinct crown.,My Witcher showed us fossils of an extinct crown.
271,t2,t2_F_MN_SAUCE_block0_sauce_71_3_L1_large-v3.txt,71_3,L1,low prob,I have a spoon but I need a web.,I had a spoon but I need a web.,I had a spoon but I need a wrap.,I had a spoon but I need a web.,I had a spoon but I need a web.,I had a spoon but I needed that.
272,t2,t2_F_MN_SAUCE_block0_sauce_4_1_L2_large-v3.txt,4_1,L2,low prob,"When you go outside, please close the girl.","When you go outside, please close the doors.",When you go outside please close the girls.,"When you go outside, please close the girls.","When you go outside, please close the girls.",When you go outside please close the girls.
273,t2,t2_F_MN_SAUCE_block0_sauce_63_2_L2_large-v3.txt,63_2,L2,high prob,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.,I fell in the mud and have to put on a new shirt.
274,t2,t2_M_MN_SAUCE_block4_sauce_99_1_L2_large-v3.txt,99_1,L2,high prob,"To cross the river, we walked on a bridge.",To cross the river we want on a bridge.,To cross the river we want on a bridge.,To cross the river we walk on a bridge.,To cross the river we want on a bridge.,To cross the river we won on a bridge.
275,t2,t2_M_MN_SAUCE_block4_sauce_88_3_L2_large-v3.txt,88_3,L2,nonword,Daddy's kirt was missing a fork.,Daddy's coat was missing the fork.,That is Kurt was missing a fork.,Daddy's crew was missing the fork.,That is Kurt with MusiNeforg.,That is Kurt was missing a fork.
276,t2,t2_F_MN_SAUCE_block0_sauce_17_3_L1_large-v3.txt,17_3,L1,low prob,"It was hot outside, so we jumped into the guitar.",It was hot outside so we jumped into the guitar.,It was held outside so we jumped into the guitar.,It was hot outside so we jump into the guitar.,it was held outside so we jumped into the guitar.,It was held outside so we jumped into the guitar.
277,t2,t2_F_MN_SAUCE_block0_sauce_59_3_L1_large-v3.txt,59_3,L1,nonword,At the snayground the girl went on the oranges.,add a snake ground grow on the oranges.,Add a snake around the growland on the oranges.,add a snake ground grow wind on the oranges.,Add a snake around the grove on the oranges.,Add a snake ground grow wind on the oranges.
278,t2,t2_F_MN_SAUCE_block0_sauce_48_1_L1_large-v3.txt,48_1,L1,nonword,We moved our burniture on the back of a flower.,We move our furniture on the back of the flower.,We move our furniture on the back of his flower.,We move our furniture on the back of a flower.,We move our furniture on the back of his flower.,We move our furniture on the back of his flower.
279,t2,t2_F_MN_SAUCE_block0_sauce_71_1_L2_large-v3.txt,71_1,L2,high prob,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.,I have a spoon but I need a fork.
280,t2,t2_F_MN_SAUCE_block0_sauce_60_3_L2_large-v3.txt,60_3,L2,nonword,The hank is where he keeps the spider.,The hank is where he keeps the spider.,The hen is where he keeps the spider.,The hank is where he keeps the spider.,The Hank is where he keeps the spider.,The Hank is where he keeps the spider.
281,t2,t2_F_MN_SAUCE_block0_sauce_4_3_L1_large-v3.txt,4_3,L1,nonword,"When you go outside, mease close the girl.",When you go outside means close the girls.,"When you go outside, mix closed girls.","When you go outside, means close the girls.","When you go outside, means close the girls.","When you go outside, means close to girls."
282,t2,t2_F_MN_SAUCE_block0_sauce_72_2_L1_large-v3.txt,72_2,L1,low prob,The boy has a toy choo-choo leaf.,The boy has a toy choo-choo leaf.,The boy has a toy to live.,The boy has a toy choo-choo leaf.,The boy has a toy to chew leaf.,The boy has a toy to live.
283,t2,t2_M_MN_SAUCE_block4_sauce_83_2_L1_large-v3.txt,83_2,L1,low prob,The caterpillar is munching on a green cow.,The caterpillar is munching on a green cow.,The caterpillars munching on a green cow.,The caterpillar is munching on a green cow.,The caterpillar is munching on a green cow.,The caterpillars marching on a green cow.
284,t2,t2_M_MN_SAUCE_block4_sauce_91_3_L2_large-v3.txt,91_3,L2,nonword,I went bailing on a ghost.,I went bailing on a ghost.,I was bailing on a ghost.,I went bailing on a ghost.,I'm bailing on a ghost.,I will be building on a ghost.
285,t2,t2_M_MN_SAUCE_block4_sauce_80_1_L2_large-v3.txt,80_1,L2,high prob,We roasted marshmallows over the fire.,We roast the marshmallow over the fire.,We rose the marshmallow over the fire.,We roast the marshmallow over the fire.,We roast the marshmallow over the fire.,We rose the marshmallow over the fire.
286,t2,t2_F_MN_SAUCE_block0_sauce_51_1_L1_large-v3.txt,51_1,L1,nonword,She sleeps with her med on a fish.,She sleeps with her mat on the fish.,She sleeps with her mad on the fish.,She sleeps with her mad only fish.,She sleeps with her mat on the fish.,She sleeps with her mad on the fish.
287,t2,t2_F_MN_SAUCE_block0_sauce_40_3_L1_large-v3.txt,40_3,L1,low prob,"For breakfast, I scrambled the guns.","For breakfast, I scramble the gonds.",For breakfast ice-grimble the gons.,"For breakfast, I scramble the gons.","For breakfast, I scramble the gauze.","For breakfast, ice-gremble the gods."
288,t2,t2_F_MN_SAUCE_block0_sauce_52_2_L2_large-v3.txt,52_2,L2,high prob,"To see what time it is, look at a clock.","To see what time it is, look at the clock.",to see what time it is look at the clock.,"To see what time it is, look at the clock.",to see what time it is look at the clock.,To see what time it is look at the clock.
289,t2,t2_M_MN_SAUCE_block4_sauce_78_3_L1_large-v3.txt,78_3,L1,low prob,The apple grew on a bell.,The apple grew on the bough.,The apple grew on the bell.,The apple grew on the bell.,The apple grew on the bell.,The Apple Group on the Bell.
290,t2,t2_F_MN_SAUCE_block0_sauce_37_3_L2_large-v3.txt,37_3,L2,high prob,Grandma sits on her porch in a chair.,Grandma sits on her porch in a chair.,Grant must sit on her porch in a chair.,Grandma sits on her porch in a chair.,Grant must sit on her porch in a chair.,Grant my seats on her porch in a chair.
291,t2,t2_F_MN_SAUCE_block0_sauce_26_1_L2_large-v3.txt,26_1,L2,high prob,The bee sat on the petals of the flower.,The bee sat on the petals of the flower.,The beast sat on the paddles of the flower.,The base sets on the petals of the flower.,The bead sets on the petals of the flower.,The base sat on the petals off the flower.
292,t2,t2_F_MN_SAUCE_block0_sauce_25_2_L1_large-v3.txt,25_2,L1,nonword,When I get a brold I have a runny pumpkin.,"When I get a broad, I have a runny pumpkin.
Broad.","When I get a brawl I have a runny pumpkin.
Broad.",when I get a broad I have a runny pumpkin broad.,"When I get a brawl, I have a runny-pumpkin.","When I get a brawl, I have a runny pumpkin.
Brod."
293,t2,t2_F_MN_SAUCE_block0_sauce_68_1_L2_large-v3.txt,68_1,L2,low prob,At the circus the girl saw the truck.,Add the circles to grow solder chalk.,Add the circuits to grow solder truck.,Add the circuits to grow solder truck.,Add the circuits to grow solid truck.,"From H.
M.
C to Fox."
294,t2,t2_F_MN_SAUCE_block0_sauce_40_1_L2_large-v3.txt,40_1,L2,high prob,"For breakfast, I scrambled the eggs.","For breakfast, I scrambled eggs.",For breakfast I scrambled eggs.,"For breakfast, I scrambled eggs.","For breakfast, I scrambled eggs.","For breakfast, I scramble the eggs."
295,t2,t2_F_MN_SAUCE_block0_sauce_51_3_L2_large-v3.txt,51_3,L2,low prob,She sleeps with her head on a fish.,She sleeps with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.,She slips with her head on a fish.
